application_id,family_id,aadhaar_id,applicant_name,age,gender,state,district,village,tribe,community_category,is_scheduled_tribe,family_size,dependents,land_area_requested_acres,land_type,has_previous_claim,has_aadhaar,has_community_proof,has_tribal_proof,has_medical_certificate,document_completeness,years_in_forest_area,occupation,annual_income,application_date,application_status,document_authenticity_score,eligibility_confidence_score,fraud_risk_score,gram_sabha_date,frc_recommendation,latitude,longitude,created_timestamp,last_updated
FRA-2025-000075,FAM-309A11BC,2562-4027-3303,Applicant_75,55,Female,Madhya Pradesh,Koraput,Village_34,Bhil,OTFD,False,4,2,2.54,Water Bodies,False,True,False,False,False,Medical Certificate Alternative,42,Forest Produce Collection,28142,2025-02-15,Pending - Community Verification,0.723,0.703,0.201,,,24.160947,83.146241,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000076,FAM-D41C5EE1,6095-2923-5833,Applicant_76,48,Male,Madhya Pradesh,Kandhamal,Village_62,Santhal,OTFD,False,5,4,3.69,Water Bodies,False,True,False,False,False,Complete,36,Handicrafts,89228,2025-06-03,Pending - Community Verification,0.967,0.556,0.332,,,24.223105,76.628038,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000077,FAM-335459AF,,Applicant_77,45,Female,Chhattisgarh,Nandurbar,Village_27,Dongria Kondh,ST,True,6,3,3.33,Grazing,False,False,True,False,True,Community Testimony,41,Livestock Rearing,114801,2025-01-13,Pending - Gram Sabha,0.927,0.873,0.231,,,17.362318,78.478875,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000078,FAM-9F543108,2044-9866-1987,Applicant_78,29,Female,Odisha,Dantewada,Village_53,Santhal,OTFD,False,4,3,2.07,Grazing,True,True,False,False,False,Partial,40,Livestock Rearing,35549,2025-03-18,Rejected - Multiple Claims,0.757,0.564,0.391,,,23.678573,83.830332,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000079,FAM-5DD8236F,5888-8585-9920,Applicant_79,52,Female,Madhya Pradesh,Bastar,Village_59,Oraon,ST,True,3,2,3.18,Agricultural,True,True,True,True,False,Complete,23,Daily Labor,24400,2025-08-20,Rejected - Multiple Claims,0.869,0.936,0.098,,,17.353894,79.706517,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000080,FAM-B6989D0B,,Applicant_80,33,Female,Madhya Pradesh,Gadchiroli,Village_41,Chenchu,OTFD,False,3,1,3.57,Water Bodies,False,False,True,False,False,Complete,37,Daily Labor,135305,2025-03-21,Pending - Document Verification,0.872,0.778,0.019,,,19.755319,82.363109,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000081,FAM-0C757D8C,7244-9592-6222,Applicant_81,69,Female,Telangana,Kandhamal,Village_39,Bhil,ST,True,6,3,1.34,Habitation,False,True,True,True,False,Community Testimony,50,Handicrafts,93044,2025-09-05,Pending - SDLC,0.697,0.602,0.259,,,24.377809,85.012734,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000082,FAM-56B925EE,,Applicant_82,28,Female,Telangana,Nandurbar,Village_78,Chenchu,ST,True,2,0,3.32,Water Bodies,False,False,True,True,False,Complete,26,Forest Produce Collection,146101,2025-02-24,Pending - Document Verification,1.0,0.739,0.097,,,21.835212,76.658671,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000083,FAM-7FC6E665,4921-6269-5637,Applicant_83,49,Female,Gujarat,Nandurbar,Village_46,Ho,OTFD,False,5,0,3.31,Grazing,False,True,True,False,False,Medical Certificate Alternative,33,Farming,93731,2025-04-24,Under Review,0.606,0.777,0.234,2025-06-01,Approved with Conditions,19.361538,76.550493,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000084,FAM-BBF28EF9,,Applicant_84,56,Female,Maharashtra,Mandla,Village_93,Bonda,OTFD,False,3,2,3.28,Habitation,False,False,True,False,True,Complete,46,Farming,143887,2025-01-25,Approved,0.765,0.921,0.093,2025-03-03,Approved,17.073132,80.574528,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000085,FAM-307A50D8,,Applicant_85,67,Female,Odisha,Koraput,Village_69,Koya,ST,True,6,5,1.46,Community Forest Resource,False,False,True,True,True,Partial,27,Forest Produce Collection,101235,2025-09-09,Pending - Gram Sabha,0.707,0.698,0.149,,,20.248219,81.345028,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000086,FAM-8710ABB9,,Applicant_86,66,Male,Chhattisgarh,Khunti,Village_49,Bhil,ST,True,7,0,2.96,Agricultural,True,False,False,True,True,Complete,27,Forest Produce Collection,138131,2025-08-09,Rejected - Multiple Claims,0.619,0.537,0.37,,,24.194493,81.325628,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000087,FAM-11EA52E0,1539-3938-6152,Applicant_87,26,Male,Rajasthan,Kandhamal,Village_97,Dongria Kondh,ST,True,4,1,2.47,Water Bodies,True,True,True,False,False,Partial,45,Small Business,114917,2025-02-17,Rejected - Multiple Claims,0.898,0.673,0.039,,,18.857152,74.988237,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000088,FAM-030802B3,7499-6347-1485,Applicant_88,65,Female,West Bengal,Mandla,Village_30,Oraon,OTFD,False,5,1,2.88,Grazing,False,True,True,False,False,Complete,22,Livestock Rearing,40214,2025-07-23,Under Review,0.896,0.658,0.043,2025-08-07,Approved with Conditions,20.557887,83.897504,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000089,FAM-112BAF7E,,Applicant_89,36,Female,West Bengal,Dindori,Village_72,Koya,ST,True,2,1,2.44,Water Bodies,False,False,True,True,False,Community Testimony,44,Farming,115006,2025-09-08,Pending - Document Verification,0.829,0.585,0.152,,,18.11072,77.914706,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000090,FAM-9994A188,,Applicant_90,35,Female,Maharashtra,Khunti,Village_39,Warli,OTFD,False,4,1,3.02,Grazing,False,False,True,False,True,Medical Certificate Alternative,20,Handicrafts,63544,2025-07-26,Pending - Gram Sabha,0.776,0.715,0.329,,,22.208295,81.727108,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000091,FAM-A61DD7DA,5922-6253-4290,Applicant_91,55,Female,Jharkhand,Khunti,Village_41,Ho,OTFD,False,6,1,1.64,Community Forest Resource,True,True,True,False,False,Partial,38,Daily Labor,43583,2025-09-01,Rejected - Multiple Claims,0.981,0.731,0.283,,,20.50764,77.787306,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000092,FAM-4562CB37,,Applicant_92,33,Female,Madhya Pradesh,Dantewada,Village_85,Santhal,OTFD,False,2,1,3.97,Grazing,True,False,False,False,True,Medical Certificate Alternative,42,Daily Labor,97833,2025-02-04,Rejected - Multiple Claims,0.908,0.829,0.142,,,22.175999,74.575857,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000093,FAM-875B27C7,7547-6432-8052,Applicant_93,31,Male,Chhattisgarh,Dantewada,Village_29,Koya,ST,True,5,2,1.87,Water Bodies,False,True,True,True,False,Complete,29,Handicrafts,140658,2025-02-04,Under Review,0.739,0.672,0.314,2025-03-07,Approved with Conditions,19.786402,75.269099,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000094,FAM-B1B40C11,8412-6225-2100,Applicant_94,44,Male,Chhattisgarh,Koraput,Village_44,Bonda,ST,True,8,2,3.75,Habitation,False,True,True,False,False,Community Testimony,50,Handicrafts,50389,2025-07-21,Under Review,0.675,0.829,0.158,2025-08-28,Rejected,24.064779,79.844475,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000095,FAM-1D25EB12,8037-7370-1072,Applicant_95,70,Male,Madhya Pradesh,Dantewada,Village_97,Dongria Kondh,ST,True,6,0,3.3,Water Bodies,False,True,True,True,False,Community Testimony,23,Livestock Rearing,107910,2025-08-17,Pending - Gram Sabha,0.839,0.806,0.235,,,19.783397,84.991731,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000096,FAM-5F312D3B,,Applicant_96,68,Male,Andhra Pradesh,Rayagada,Village_31,Ho,ST,True,4,1,2.29,Grazing,False,False,True,True,False,Partial,37,Forest Produce Collection,84178,2025-05-05,Pending - Document Verification,0.675,0.921,0.248,,,23.924178,86.373945,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000097,FAM-13AC7C37,8939-3236-4196,Applicant_97,49,Female,Telangana,Nandurbar,Village_63,Bhil,OTFD,False,5,1,0.79,Agricultural,False,True,True,False,False,Medical Certificate Alternative,27,Daily Labor,57836,2025-03-25,Pending - SDLC,0.826,0.886,0.198,,,21.086448,81.445283,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000098,FAM-B9572EBA,5389-9898-7010,Applicant_98,59,Male,West Bengal,Dindori,Village_28,Bhil,ST,True,8,3,1.54,Agricultural,True,True,True,True,False,Community Testimony,47,Farming,121663,2025-04-07,Rejected - Multiple Claims,0.924,0.794,0.14,,,22.686032,82.226018,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000099,FAM-65ECE57E,3719-3281-4385,Applicant_99,38,Male,Rajasthan,Ranchi,Village_69,Ho,ST,True,4,2,1.51,Community Forest Resource,False,True,True,True,False,Medical Certificate Alternative,47,Small Business,36631,2025-03-08,Under Review,0.885,0.914,0.305,2025-04-13,Approved with Conditions,20.91567,81.506532,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000100,FAM-558A6542,,Applicant_100,53,Male,Chhattisgarh,Khunti,Village_66,Dongria Kondh,OTFD,False,5,3,1.65,Agricultural,False,False,False,False,False,Complete,45,Daily Labor,72129,2025-04-14,Pending - Document Verification,0.93,0.747,0.129,,,19.268745,81.115037,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000101,FAM-7BF35C29,3139-8951-6631,Applicant_101,68,Male,Odisha,Rayagada,Village_81,Warli,ST,True,8,2,2.04,Agricultural,True,True,False,True,False,Medical Certificate Alternative,25,Livestock Rearing,32234,2025-06-09,Rejected - Multiple Claims,0.633,0.832,0.26,,,17.414298,82.132856,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000102,FAM-386258E8,4836-8032-2494,Applicant_102,70,Male,Odisha,Bastar,Village_62,Gond,ST,True,3,2,2.88,Agricultural,False,True,True,True,False,Partial,35,Farming,50008,2025-07-03,Approved,0.641,0.684,0.12,2025-07-30,Approved,22.132609,82.802782,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000103,FAM-D4AA0205,2120-9691-1138,Applicant_103,64,Male,West Bengal,Ranchi,Village_93,Munda,ST,True,5,4,2.9,Habitation,False,True,True,True,False,Community Testimony,31,Handicrafts,61222,2025-03-08,Pending - Gram Sabha,0.858,0.624,0.24,,,22.769437,77.703971,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000104,FAM-FA9172C1,1439-5942-4366,Applicant_104,58,Male,Telangana,Dantewada,Village_83,Kondh,ST,True,5,3,0.89,Grazing,False,True,True,True,False,Partial,32,Daily Labor,75163,2025-06-18,Under Review,0.905,0.977,0.308,2025-07-03,Rejected,17.540261,77.408409,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000105,FAM-4689BC56,1652-1990-7520,Applicant_105,57,Female,Gujarat,Khunti,Village_55,Dongria Kondh,ST,True,4,0,1.58,Water Bodies,False,True,False,True,False,Community Testimony,38,Small Business,120037,2025-02-10,Pending - SDLC,0.892,0.923,0.023,,,17.689702,79.648287,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000106,FAM-EB4078C6,8428-1901-6067,Applicant_106,67,Male,Chhattisgarh,Koraput,Village_91,Santhal,ST,True,5,2,2.33,Community Forest Resource,False,True,True,False,False,Medical Certificate Alternative,43,Farming,121112,2025-01-11,Pending - SDLC,0.709,0.532,0.285,,,21.613213,75.00191,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000107,FAM-D5D71956,8457-9368-6900,Applicant_107,28,Female,Rajasthan,Kandhamal,Village_48,Santhal,ST,True,6,5,3.03,Habitation,False,True,True,True,False,Complete,35,Livestock Rearing,70197,2025-03-06,Approved,0.821,0.957,0.296,2025-04-03,Approved,19.574416,79.411336,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000108,FAM-2FF1597D,6241-5444-2276,Applicant_108,61,Female,Chhattisgarh,Dindori,Village_87,Kondh,ST,True,8,0,3.84,Agricultural,True,True,True,True,False,Complete,37,Handicrafts,21044,2025-06-07,Rejected - Multiple Claims,0.717,0.892,0.296,,,18.940672,78.787557,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000109,FAM-167DFE23,9083-4201-9954,Applicant_109,40,Male,Odisha,Khunti,Village_4,Munda,ST,True,4,0,3.16,Grazing,False,True,True,False,False,Partial,33,Handicrafts,145984,2025-01-05,Pending - Gram Sabha,0.637,0.961,0.359,,,21.158074,83.11101,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000110,FAM-C7197115,7102-8511-2391,Applicant_110,62,Male,Gujarat,Kandhamal,Village_82,Bhil,ST,True,6,0,2.02,Habitation,False,True,True,True,False,Community Testimony,42,Small Business,62762,2025-06-15,Pending - Gram Sabha,0.693,0.972,0.054,,,23.161173,75.416647,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000111,FAM-76830BA6,2731-3693-8365,Applicant_111,54,Female,Telangana,Rayagada,Village_69,Oraon,ST,True,5,2,2.12,Agricultural,False,True,False,True,False,Complete,26,Livestock Rearing,39441,2025-02-23,Under Review,0.987,0.698,0.02,2025-03-19,Approved with Conditions,23.560717,76.260281,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000112,FAM-83DA3907,7625-8408-5093,Applicant_112,31,Female,Chhattisgarh,Kandhamal,Village_16,Kondh,ST,True,8,3,0.96,Grazing,False,True,False,False,False,Medical Certificate Alternative,49,Farming,22857,2025-02-07,Pending - Community Verification,0.961,0.722,0.052,,,24.240624,84.78163,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000113,FAM-CBD00B9F,6432-3007-1699,Applicant_113,54,Male,Jharkhand,Gadchiroli,Village_56,Dongria Kondh,ST,True,5,3,1.1,Habitation,False,True,True,True,False,Partial,21,Daily Labor,101156,2025-04-21,Pending - Gram Sabha,0.8,0.941,0.192,,,17.701772,78.979199,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000114,FAM-3FFF6260,7868-4267-9614,Applicant_114,40,Male,Telangana,Ranchi,Village_62,Koya,OTFD,False,6,4,1.63,Community Forest Resource,False,True,True,False,False,Partial,20,Livestock Rearing,27679,2025-08-17,Pending - Gram Sabha,0.907,1.0,0.39,,,17.801075,82.539237,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000115,FAM-E247BE78,5366-9743-1916,Applicant_115,39,Female,Andhra Pradesh,Kandhamal,Village_23,Munda,OTFD,False,6,0,2.96,Community Forest Resource,False,True,True,False,False,Medical Certificate Alternative,25,Handicrafts,24975,2025-02-02,Under Review,0.841,0.51,0.191,2025-02-27,Rejected,18.611715,75.696364,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000116,FAM-556AF4AF,3907-6301-1975,Applicant_116,26,Male,Rajasthan,Kandhamal,Village_100,Gond,OTFD,False,2,1,2.97,Grazing,False,True,True,False,False,Medical Certificate Alternative,24,Forest Produce Collection,115990,2025-07-26,Pending - SDLC,0.86,0.587,0.387,,,22.548483,86.074988,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000117,FAM-B436D926,6846-4657-3872,Applicant_117,49,Female,Maharashtra,Kandhamal,Village_23,Dongria Kondh,ST,True,7,4,1.87,Water Bodies,False,True,False,True,False,Partial,40,Daily Labor,33645,2025-08-05,Pending - Gram Sabha,0.898,0.619,0.393,,,18.343099,85.509163,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000118,FAM-4FF223A1,2453-6500-8317,Applicant_118,25,Female,Madhya Pradesh,Bastar,Village_89,Gond,ST,True,7,0,0.67,Grazing,True,True,True,True,False,Community Testimony,31,Daily Labor,69197,2025-02-27,Rejected - Multiple Claims,0.792,0.932,0.26,,,22.497283,76.114535,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000119,FAM-B8C3C259,2207-1547-5831,Applicant_119,26,Female,Maharashtra,Rayagada,Village_10,Oraon,ST,True,5,1,3.06,Water Bodies,False,True,False,False,False,Community Testimony,42,Farming,76534,2025-03-20,Pending - Community Verification,0.956,0.579,0.041,,,18.644404,76.469795,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000120,FAM-60A409DD,9849-5346-5612,Applicant_120,44,Male,Chhattisgarh,Koraput,Village_51,Chenchu,OTFD,False,3,0,1.76,Grazing,False,True,False,False,False,Community Testimony,26,Farming,23373,2025-04-06,Pending - Community Verification,0.855,0.989,0.189,,,17.924071,84.203395,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000121,FAM-0BE1BFB4,8715-9013-5341,Applicant_121,30,Female,Jharkhand,Ranchi,Village_49,Oraon,ST,True,2,1,2.04,Community Forest Resource,False,True,False,True,False,Partial,44,Small Business,107486,2025-02-03,Pending - Gram Sabha,0.923,0.707,0.303,,,18.820102,74.792789,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000122,FAM-EFEF040C,7342-9561-7858,Applicant_122,59,Female,Rajasthan,Bastar,Village_61,Ho,ST,True,8,0,2.26,Water Bodies,False,True,True,True,False,Partial,26,Forest Produce Collection,36539,2025-01-14,Approved,0.995,0.718,0.399,2025-02-18,Approved,23.672865,77.352523,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000123,FAM-E3831119,2097-2425-7358,Applicant_123,60,Female,Gujarat,Ranchi,Village_36,Koya,ST,True,8,6,0.89,Habitation,False,True,True,False,False,Complete,45,Livestock Rearing,133701,2025-09-12,Pending - SDLC,0.706,0.827,0.229,,,20.784373,76.238596,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000124,FAM-4549AB6E,7602-3356-7581,Applicant_124,27,Female,Andhra Pradesh,Bastar,Village_7,Dongria Kondh,OTFD,False,4,0,1.68,Community Forest Resource,False,True,True,False,False,Complete,47,Forest Produce Collection,37614,2025-05-24,Pending - SDLC,0.91,0.66,0.292,,,21.839833,75.160729,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000125,FAM-1D868899,8237-4463-7671,Applicant_125,56,Female,Odisha,Dindori,Village_21,Gond,OTFD,False,3,2,3.58,Agricultural,False,True,True,False,False,Complete,27,Farming,79827,2025-01-12,Under Review,0.71,0.912,0.202,2025-02-16,Approved,22.449395,77.145195,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000126,FAM-E583D4E4,9008-8308-3909,Applicant_126,55,Female,Andhra Pradesh,Kandhamal,Village_34,Dongria Kondh,ST,True,4,0,1.85,Habitation,False,True,False,True,False,Partial,28,Small Business,73674,2025-09-01,Approved,0.79,0.566,0.069,2025-10-11,Approved,18.79016,81.90847,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000127,FAM-6C2A38B2,6004-5511-7943,Applicant_127,49,Female,West Bengal,Dantewada,Village_28,Warli,OTFD,False,6,0,0.53,Community Forest Resource,False,True,False,False,False,Complete,35,Farming,64077,2025-05-21,Pending - Community Verification,0.73,0.638,0.262,,,24.617502,82.469064,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000128,FAM-99BD846A,,Applicant_128,40,Male,Rajasthan,Khunti,Village_85,Oraon,ST,True,7,3,3.99,Community Forest Resource,True,False,True,False,True,Partial,30,Small Business,113502,2025-04-22,Rejected - Multiple Claims,0.814,0.892,0.363,,,22.374948,80.595093,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000129,FAM-2A563418,3785-3967-5813,Applicant_129,31,Female,Jharkhand,Dantewada,Village_93,Koya,ST,True,7,2,2.79,Habitation,False,True,False,True,False,Community Testimony,45,Livestock Rearing,68717,2025-05-19,Pending - Gram Sabha,0.786,0.559,0.021,,,22.075174,81.54407,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000130,FAM-C7B78F15,,Applicant_130,57,Male,Telangana,Dindori,Village_39,Bhil,ST,True,8,2,0.98,Habitation,False,False,False,True,True,Medical Certificate Alternative,47,Small Business,43639,2025-02-16,Pending - Gram Sabha,0.852,0.588,0.254,,,17.037708,77.555862,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000131,FAM-CD802BDD,3762-3595-9021,Applicant_131,30,Male,Rajasthan,Khunti,Village_82,Bhil,OTFD,False,5,0,0.63,Habitation,False,True,True,False,False,Partial,20,Small Business,20540,2025-04-08,Pending - Gram Sabha,0.725,0.551,0.201,,,19.448921,74.848731,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000132,FAM-443B128A,1749-5885-5764,Applicant_132,54,Female,Telangana,Nandurbar,Village_18,Oraon,OTFD,False,4,1,1.08,Grazing,False,True,True,False,False,Partial,26,Small Business,22872,2025-09-06,Approved,0.747,0.825,0.015,2025-10-19,Rejected,19.046313,80.951535,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000133,FAM-3D01794E,,Applicant_133,66,Male,Odisha,Rayagada,Village_54,Warli,OTFD,False,5,1,1.22,Agricultural,False,False,False,False,True,Medical Certificate Alternative,39,Daily Labor,111845,2025-03-14,Pending - Community Verification,0.932,0.552,0.288,,,17.941877,75.482163,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000134,FAM-27EAC5B1,2741-9154-4254,Applicant_134,63,Male,Maharashtra,Dindori,Village_26,Oraon,OTFD,False,3,0,2.42,Habitation,True,True,True,False,False,Complete,20,Small Business,31665,2025-02-27,Rejected - Multiple Claims,0.83,0.747,0.38,,,23.23621,74.975627,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000135,FAM-994B3B01,2659-5192-4787,Applicant_135,54,Female,Maharashtra,Mandla,Village_7,Gond,ST,True,8,4,1.76,Community Forest Resource,True,True,True,True,False,Complete,47,Forest Produce Collection,106947,2025-03-11,Rejected - Multiple Claims,0.743,0.719,0.249,,,24.027804,75.208367,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000136,FAM-060BDB3B,6615-3996-2865,Applicant_136,50,Female,West Bengal,Dantewada,Village_50,Dongria Kondh,OTFD,False,7,6,1.08,Habitation,False,True,True,False,False,Community Testimony,49,Daily Labor,83265,2025-08-06,Pending - DLC,0.752,0.679,0.012,,,22.475713,84.900974,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000137,FAM-4462402C,3140-8914-8997,Applicant_137,32,Female,West Bengal,Koraput,Village_9,Ho,ST,True,7,6,2.87,Water Bodies,False,True,False,False,False,Complete,33,Small Business,115243,2025-04-16,Pending - Community Verification,0.738,0.838,0.154,,,23.712264,81.258475,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000138,FAM-02C80746,,Applicant_138,57,Female,West Bengal,Kandhamal,Village_10,Warli,OTFD,False,4,0,2.27,Water Bodies,True,False,True,False,True,Community Testimony,34,Daily Labor,78733,2025-02-28,Rejected - Multiple Claims,0.799,0.658,0.392,,,22.961912,74.230999,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000139,FAM-1E38B91D,7609-7755-1587,Applicant_139,60,Male,Chhattisgarh,Gadchiroli,Village_80,Bonda,ST,True,7,5,2.1,Community Forest Resource,False,True,True,True,False,Medical Certificate Alternative,37,Daily Labor,98636,2025-08-23,Pending - Gram Sabha,0.886,0.557,0.304,,,18.773977,78.437642,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000140,FAM-A8C96354,,Applicant_140,48,Male,Odisha,Kandhamal,Village_64,Santhal,OTFD,False,2,1,2.64,Habitation,False,False,True,False,False,Partial,42,Livestock Rearing,34125,2025-07-02,Pending - Document Verification,0.971,0.919,0.236,,,23.177161,79.85656,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000141,FAM-0CB371B4,,Applicant_141,25,Male,Gujarat,Khunti,Village_75,Warli,ST,True,7,4,1.11,Habitation,False,False,False,False,False,Community Testimony,33,Daily Labor,140050,2025-04-09,Pending - Document Verification,0.759,0.671,0.118,,,23.438375,75.79634,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000142,FAM-BB9DF39B,9393-5897-9975,Applicant_142,45,Male,Madhya Pradesh,Bastar,Village_80,Dongria Kondh,OTFD,False,7,1,3.93,Habitation,False,True,True,False,False,Community Testimony,38,Daily Labor,143558,2025-07-22,Pending - DLC,0.714,0.924,0.323,,,21.18184,74.328538,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000143,FAM-564E9CC1,3381-1869-1927,Applicant_143,37,Female,Jharkhand,Dantewada,Village_88,Ho,ST,True,2,1,1.21,Water Bodies,False,True,True,True,False,Partial,43,Small Business,93566,2025-07-08,Pending - DLC,0.914,0.899,0.115,,,22.315949,86.044303,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000144,FAM-DE0AF268,7349-7825-6122,Applicant_144,60,Male,Odisha,Dantewada,Village_26,Chenchu,OTFD,False,8,3,3.69,Community Forest Resource,False,True,True,False,False,Community Testimony,25,Small Business,29760,2025-03-06,Pending - DLC,0.648,0.52,0.112,,,19.113917,76.092075,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000145,FAM-7EEFCD1C,5178-1092-6415,Applicant_145,54,Male,Odisha,Kandhamal,Village_42,Chenchu,ST,True,7,4,3.45,Community Forest Resource,True,True,True,False,False,Medical Certificate Alternative,36,Forest Produce Collection,145434,2025-03-17,Rejected - Multiple Claims,0.627,0.753,0.166,,,21.296288,75.195292,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000146,FAM-91FCED74,4624-4495-6437,Applicant_146,46,Female,Maharashtra,Bastar,Village_97,Chenchu,ST,True,2,1,2.06,Water Bodies,False,True,False,True,False,Community Testimony,49,Farming,70577,2025-05-18,Pending - Gram Sabha,0.61,0.758,0.308,,,21.114472,80.613563,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000147,FAM-F5203199,,Applicant_147,66,Male,Andhra Pradesh,Dindori,Village_11,Gond,ST,True,8,0,2.69,Habitation,False,False,True,True,False,Complete,43,Small Business,40152,2025-01-15,Pending - Document Verification,0.887,0.519,0.029,,,18.423937,77.274804,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000148,FAM-461E2FA6,2154-4729-5237,Applicant_148,51,Female,West Bengal,Nandurbar,Village_52,Bhil,OTFD,False,7,0,2.37,Water Bodies,False,True,False,False,False,Complete,31,Daily Labor,33911,2025-05-26,Pending - Community Verification,0.874,0.803,0.113,,,24.413527,78.958376,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000149,FAM-FE12171D,1504-8765-3561,Applicant_149,59,Male,Jharkhand,Khunti,Village_70,Ho,ST,True,4,2,3.85,Agricultural,False,True,True,True,False,Community Testimony,37,Daily Labor,144122,2025-02-10,Under Review,0.899,0.952,0.138,2025-03-10,Rejected,23.811671,75.851917,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000150,FAM-84147CA8,4014-4617-5140,Applicant_150,37,Male,Jharkhand,Nandurbar,Village_73,Kondh,OTFD,False,7,4,0.76,Agricultural,False,True,True,False,False,Community Testimony,50,Livestock Rearing,66810,2025-03-22,Under Review,0.64,0.81,0.36,2025-04-16,Approved with Conditions,20.605168,82.012452,2025-09-06 05:09:25,2025-09-06 05:09:25
